id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
227,Robert Lewandowski,34,2862,23,25.93928101,7,6.353777157,135,36,2,1,F S,Barcelona,23,25.19600501,36.74624398,9.871428991
2370,Karim Benzema,24,2056,19,23.95281184,3,6.247546785,107,48,1,0,F,Real Madrid,12,18.00658266,25.88561362,8.579489946
866,Joselu,34,2989,16,15.87162376,2,2.095152434,93,22,2,0,F S,Espanyol,11,12.15523842,13.92011758,2.132707592
2270,Antoine Griezmann,38,2853,15,11.75119044,16,15.64358641,111,85,2,0,F M S,Atletico Madrid,15,11.75119044,30.89370555,11.25261722
2543,Borja Iglesias,35,2406,15,15.63413328,3,2.921825267,63,22,2,1,F S,Real Betis,10,11.17459127,15.9616909,3.046393381
9002,Vedat Muriqi,35,2980,15,13.94293292,3,2.405640239,75,21,6,1,F S,Mallorca,11,10.22654831,12.27048506,1.933449986
6219,Enes Ünal,35,3013,14,11.60818972,3,3.355746454,88,28,6,0,F,Getafe,9,7.148527042,10.86175853,3.268147917
1804,Álvaro Morata,36,1930,13,14.64975682,2,1.978996174,71,17,4,0,F S,Atletico Madrid,13,14.64975682,16.11631727,3.310232304
10948,Valentín Castellanos,35,2664,13,14.01920995,0,1.632543638,86,15,11,0,F S,Girona,12,13.27593294,14.27326451,2.422393678
2290,Iago Aspas,37,2852,12,10.68591656,3,6.543626823,78,81,4,0,F S,Celta Vigo,10,8.45608281,20.44666382,8.838192334
6531,Alexander Sørloth,34,2411,12,15.47488551,3,4.683027925,63,31,4,0,F S,Real Sociedad,12,15.47488551,21.82136032,4.321957106
10048,Nicolas Jackson,26,1617,12,8.562871572,4,4.143055668,41,22,4,1,F S,Villarreal,12,8.562871572,15.19600752,3.050466212
8713,Gabriel Veiga,36,2333,11,6.07980842,4,3.169464748,62,28,5,1,F M S,Celta Vigo,11,6.07980842,13.14036308,5.013061734
2399,Iñaki Williams,36,2884,10,11.30264325,3,6.158518914,85,39,2,0,F M S,Athletic Club,9,9.816090582,17.58138924,3.863448839
3211,Martin Braithwaite,31,2493,10,11.36306763,2,1.686795741,59,12,6,1,F M S,Espanyol,10,11.36306763,13.11323411,3.276439911
7008,Vinícius Júnior,33,2847,10,10.86910555,9,9.859566218,77,64,10,1,F M S,Real Madrid,10,10.86910555,25.33413933,9.522749238
7779,Oihan Sancet,36,2588,10,8.514426483,2,4.576554673,57,44,6,1,M S,Athletic Club,8,7.027870847,16.23642613,6.456854951
1709,Cristhian Stuani,32,1040,9,9.906453077,0,1.246814087,35,8,8,0,F S,Girona,4,5.446792509,5.696666757,1.22289185
2117,Marco Asensio,31,1422,9,6.373870919,6,5.16651067,59,40,1,0,F M S,Real Madrid,9,5.630593828,15.24282023,8.655335156
2275,Ángel Correa,35,1434,9,6.723428345,1,4.057136275,43,23,3,1,F M S,Atletico Madrid,9,6.723428345,11.9750014,4.690866146
8001,Takefusa Kubo,35,2483,9,7.147603329,4,6.844971332,72,38,3,0,F M S,Real Sociedad,9,7.147603329,15.97466503,4.888196805
8015,Rodrygo,34,2385,9,14.77451155,8,7.274762898,98,47,4,0,F M S,Real Madrid,8,14.03123353,27.13535383,10.77294494
9812,Isi Palazón,37,3041,9,7.68491761,5,4.770460482,94,64,4,0,F M S,Rayo Vallecano,8,5.461059231,10.31423994,4.320788228
1235,Ante Budimir,31,1825,8,8.004971715,0,0.737396304,58,11,5,0,F S,Osasuna,8,8.004971715,8.553136076,1.374441571
2252,Borja Mayoral,35,2812,8,9.475579759,2,3.153979868,51,22,4,0,F M S,Getafe,8,7.989024239,10.60287531,1.257620944
5169,Youssef En-Nesyri,31,1642,8,9.021287601,1,1.500454103,59,10,4,0,F M S,Sevilla,8,9.021287601,10.73183215,1.581579287
6227,Brais Méndez,34,2439,8,5.797536831,4,3.7947127,60,48,6,0,M S,Real Sociedad,8,5.797536831,12.90448782,6.832457088
6955,Ezequiel Ávila,29,1762,8,6.8799685,2,2.660105466,67,18,7,1,F M S,Osasuna,6,4.650134901,7.06666305,1.449686514
11340,Cyle Larin,19,1476,8,7.602811493,3,2.520936411,50,16,4,0,F S,Real Valladolid,6,6.116256274,8.023387805,0.37877789
1189,Lucas Boyé,35,2500,7,9.7196724,2,3.555474342,72,28,7,1,F S,Elche,7,8.976394373,12.71530459,3.53610301
2120,Gerard Moreno,21,1232,7,9.874887537,3,2.507025922,43,18,4,0,F M S,Villarreal,6,8.388327491,12.14060357,3.066850008
2186,Morales,29,1176,7,6.6551619,0,1.883050933,41,9,2,0,F M S,Villarreal,7,6.6551619,9.192641694,0.702235207
2272,Yannick Carrasco,35,2342,7,8.940640585,3,4.486889308,67,45,2,0,D F M S,Atletico Madrid,6,8.197362976,16.77810197,6.281731358
6241,Federico Valverde,34,2504,7,4.0235551,4,6.361901157,63,43,2,0,F M S,Real Madrid,7,4.0235551,20.64074229,13.51659198
6933,Javi Puado,37,2373,7,7.291619469,2,3.251571475,57,25,4,0,F M S,Espanyol,7,7.291619469,9.177111097,2.967264025
7967,Anssumane Fati,36,1342,7,10.52517002,3,1.694920002,61,15,3,0,F S,Barcelona,7,10.52517002,16.35608487,5.562163054
8026,Raphinha,36,2107,7,10.03853907,7,10.53321041,79,57,10,0,F M S,Barcelona,7,10.03853907,25.81641325,13.70373277
8294,El Bilal Touré,21,1278,7,6.231381914,2,0.738920299,29,14,0,0,F S,Almeria,7,6.231381914,7.832287222,1.316285077
644,Erik Lamela,32,1846,6,6.223248303,0,1.532346305,47,23,8,1,D F M S,Sevilla,6,6.223248303,9.579621864,3.95369458
2589,Rafa Mir,26,1303,6,8.138766032,0,0.923073842,51,9,1,0,F M S,Sevilla,6,8.138766032,8.636538858,1.087171878
2621,Sergi Darder,38,3349,6,3.463144911,3,8.386047177,39,74,4,0,F M,Espanyol,6,3.463144911,15.35872041,10.2954345
4175,Pere Milla,31,1882,6,5.174815798,1,1.308405994,36,13,6,0,F M S,Elche,3,2.944980809,5.513586738,2.256413062
5095,Sergio León,29,1313,6,4.211818747,1,1.706724523,28,13,0,1,F S,Real Valladolid,5,2.725259453,5.114428513,1.446942493
6963,Justin Kluivert,26,1453,6,6.611951712,0,2.735850731,44,23,4,0,F M S,Valencia,5,5.8689307,10.04723966,2.255819134
7020,Gorka Guruzeta,30,1409,6,6.384260646,1,1.239474257,51,14,2,0,F S,Athletic Club,6,6.384260646,9.517838279,3.25109606
7208,Samuel Chukwueze,37,2360,6,7.250476303,5,4.412587216,60,44,1,0,F M S,Villarreal,6,7.250476303,15.63541644,5.5250678
7313,Lee Kang-In,36,2876,6,5.014088647,6,6.462270581,46,53,10,0,D F M S,Mallorca,6,5.014088647,11.57072685,4.871508724
7528,Sergio Camello,38,2442,6,7.05746891,5,2.189080721,76,28,1,0,F S,Rayo Vallecano,6,7.05746891,9.704236967,1.731314162
8417,Álex Baena,35,1925,6,4.28102539,2,5.160048459,62,31,11,1,F M S,Villarreal,6,4.28102539,14.06275562,7.922818042
8935,Pedri,26,2002,6,4.976779539,1,5.747395858,22,42,2,0,F M S,Barcelona,6,4.976779539,24.87969265,17.11201692
9211,Nico Williams,36,2713,6,6.019259101,4,5.542633295,61,44,3,0,M S,Athletic Club,6,6.019259101,15.7951337,5.758142877
10943,Samuel Lino,38,2926,6,8.720042706,1,2.206814287,96,27,4,0,F M S,Valencia,6,8.720042706,16.56493647,6.476675685
11099,Lázaro,19,699,6,3.860782764,0,0.719991049,25,12,1,0,F M S,Almeria,6,3.860782764,5.336115034,1.121694772
555,Memphis Depay,10,386,5,4.53992448,0,0.768417304,17,8,1,0,F S,"Atletico Madrid,Barcelona",5,4.53992448,6.149913147,1.038657378
3226,Ousmane Dembélé,25,1427,5,5.202294501,7,5.950650524,49,41,4,0,F M S,Barcelona,5,5.202294501,16.99177489,7.39211175
3294,Edinson Cavani,25,1487,5,5.868209355,2,1.760341011,34,12,6,0,F S,Valencia,3,3.638375899,6.60392154,1.728326554
7071,Álvaro García,35,2923,5,3.518818293,5,5.357935099,51,48,7,0,D M S,Rayo Vallecano,5,3.518818293,10.66488026,4.134054873
7829,Eder Militão,33,2696,5,3.472639105,0,0.663048025,22,7,4,0,D S,Real Madrid,5,3.472639105,15.22592298,14.70660011
897,Juanmi,22,926,4,4.853912426,0,1.206601119,19,4,3,0,M S,Real Betis,4,4.853912426,7.613409383,2.110602483
1109,Lucas Ocampos,19,1155,4,4.324829484,0,0.979377113,29,13,7,0,F M S,Sevilla,1,2.094997237,5.242225571,2.408514515
2057,Ezequiel Ponce,33,1080,4,4.292130869,0,0.507520849,29,10,2,1,F M S,Elche,4,4.292130869,4.121271655,1.370177805
2104,Sergi Roberto,23,1305,4,2.295077203,1,1.10376485,18,11,3,0,D M S,Barcelona,4,2.295077203,10.88076468,8.295844395
2166,Adrián Embarba,30,1536,4,3.951405564,3,3.160059237,50,31,3,1,F M S,"Almeria,Espanyol",3,3.208127895,5.651959799,2.073387589
2234,Mikel Oyarzabal,23,1234,4,5.102983639,1,2.552078612,19,14,1,0,F M S,Real Sociedad,2,2.873156056,6.747103767,2.270870101
2250,Luka Modric,33,1756,4,3.426376736,3,5.127760328,30,42,7,0,M S,Real Madrid,3,2.683098709,15.95204125,11.54232443
2253,Lucas Vázquez,23,1136,4,1.890430141,1,1.577684948,14,23,2,0,D S,Real Madrid,4,1.890430141,9.313533178,6.785189709
2288,Theo Bongonda,31,1996,4,4.301263943,3,2.890035732,43,20,2,0,F M S,Cadiz,3,3.557986334,7.863660013,1.949241281
2303,Samu Castillejo,25,1390,4,3.346557226,0,3.343042975,37,30,7,0,F M S,Valencia,4,3.346557226,7.570638716,3.569648797
2304,Leo Baptistao,28,1775,4,4.972651931,1,1.317899421,44,17,7,0,F M S,Almeria,4,4.972651931,6.464914631,1.645843296
2437,Gonzalo Escalante,14,1132,4,3.486058144,1,1.365830062,14,10,4,0,M S,Cadiz,4,3.486058144,5.823331177,1.617193012
2571,Sergio Canales,31,2432,4,4.655821479,3,5.269131167,39,56,2,2,M S,Real Betis,3,3.912543452,12.74706557,5.691056126
4229,Raúl de Tomás,19,800,4,4.349516079,0,0.704272671,43,10,2,0,F S,Rayo Vallecano,3,2.863089051,3.968446026,0.722611297
5073,Florian Lejeune,31,2572,4,2.55534334,0,0.297233009,41,8,4,3,D,Rayo Vallecano,4,2.55534334,3.944842168,3.745731757
5091,Alex Berenguer,37,2313,4,5.657409983,1,4.944238014,57,53,2,0,F M S,Athletic Club,4,5.657409983,11.7923275,4.789235601
6441,Ferrán Torres,33,1372,4,5.989609178,2,4.729961213,39,26,5,1,F M S,Barcelona,4,5.246331897,12.55453468,4.494726527
6953,Gonzalo Melero,27,1919,4,2.984108753,3,1.641715956,24,19,5,0,M S,Almeria,3,2.240826792,7.187590108,4.579542857
8002,Rodrigo Riquelme,34,2218,4,3.763311943,4,4.45451733,55,33,1,0,F M S,Girona,4,3.763311943,12.91935178,6.39337323
8895,Tete Morente,32,2099,4,3.417038236,0,1.233970043,46,16,5,0,D F M S,Elche,4,3.417038236,4.962422214,2.032881659
8963,Nahuel Molina,33,2873,4,3.221422616,2,3.716898473,21,38,7,1,D M,Atletico Madrid,4,3.221422616,17.21384042,11.3350448
8978,Luis Suárez,21,1498,4,4.259950111,4,2.599911816,39,14,4,1,F M S,Almeria,4,4.259950111,7.722347047,1.606255477
9024,Yeremi Pino,36,2509,4,8.073961677,5,6.480380788,50,45,8,0,F M S,Villarreal,4,8.073961677,19.51544698,6.649317253
10095,Abdessamad Ezzalzouli,28,1522,4,3.155977085,2,1.543413995,40,12,2,2,F M S,Osasuna,4,3.155977085,6.813403839,2.940178646
11070,Jørgen Strand Larsen,32,1735,4,4.80760951,4,1.946137082,41,12,4,0,F S,Celta Vigo,4,4.80760951,7.904950647,2.377802564
291,Haris Seferovic,18,894,3,2.943560537,1,0.754788745,13,6,3,0,F S,Celta Vigo,3,2.943560537,4.463256758,1.251817841
572,Etienne Capoue,28,1965,3,2.587170606,0,1.382973373,26,10,4,0,M S,Villarreal,3,2.587170606,9.550727393,6.900384275
770,Ayoze Pérez,19,1413,3,4.819808044,1,2.088960354,33,13,3,0,F M S,Real Betis,3,4.819808044,8.787146365,3.45174169
1450,Umar Sadiq,5,328,3,1.86371801,0,0.335179199,8,3,1,0,F S,"Almeria,Real Sociedad",3,1.86371801,2.035436176,0.058088902
1700,Lucas Pérez,14,601,3,2.633298747,0,0.748432576,17,4,3,0,F S,Cadiz,3,2.633298747,4.280049987,1.358742816
1857,David López,20,1660,3,2.083658128,1,0.517610399,11,8,5,0,D M S,Girona,3,2.083658128,6.298737289,5.486880846
2106,Munir,28,1126,3,3.109267878,1,1.400308531,32,13,4,0,F M S,Getafe,3,3.109267878,4.758883819,1.573294992
2198,Moi Gómez,33,2467,3,1.648803038,2,4.185353032,19,53,5,0,F M S,Osasuna,3,1.648803038,9.959921073,7.940998271
2266,Saúl Ñíguez,31,1084,3,1.840470131,0,0.720859475,21,7,8,0,D M S,Atletico Madrid,3,1.840470131,5.902843202,3.490167681
2378,Daniel Parejo,37,3295,3,4.973938208,4,4.121287411,30,49,6,0,M,Villarreal,1,2.000826847,21.9364994,20.45923517
2424,Óliver Torres,32,2192,3,2.673877148,1,3.361958679,22,38,2,0,F M S,Sevilla,3,2.673877148,11.84786907,7.417101534
3208,Óscar Trejo,34,2212,3,3.29974341,4,2.890318664,24,43,9,0,F M S,Rayo Vallecano,2,1.813188333,8.164497145,4.54404529
4146,Fidel,27,1765,3,2.225505982,2,3.321523785,14,29,5,0,F M S,Elche,2,1.482227955,5.355835731,2.827536139
4177,Álex Fernández,28,1556,3,2.538099211,0,1.648745395,17,17,0,0,F M S,Cadiz,2,1.794821184,4.373485869,2.174005855
5047,Rubén Sobrino,33,2489,3,5.517203698,2,2.506707616,33,24,11,0,F M S,Cadiz,3,5.517203698,10.40213559,2.895870952
5077,Mikel Vesga,36,2566,3,3.866862855,3,1.512413827,29,20,5,0,M S,Athletic Club,1,1.637031279,9.459556784,8.18054254
5212,Sergi Guardiola,31,1702,3,4.285032699,0,0.559431255,38,11,3,0,F M S,"Cadiz,Real Valladolid",3,4.285032699,5.386721433,0.885949362
5666,Mouctar Diakhaby,29,2452,3,3.121582596,0,0.207819901,21,5,5,1,D S,Valencia,3,3.121582596,5.248168439,4.594046053
6136,Mario Hermoso,26,2110,3,2.931158737,2,2.014459843,15,14,3,2,D S,Atletico Madrid,3,2.931158737,12.60046133,11.59821014
6917,Rubén Alcaraz,31,2059,3,3.617601087,0,1.837072975,34,21,9,1,M S,Cadiz,1,1.387767881,5.264325244,3.219039768
6926,William Carvalho,33,2478,3,3.331784239,0,1.493770488,26,22,6,1,M S,Real Betis,3,3.331784239,11.70381653,7.958751595
7070,Santiago Comesaña,35,2498,3,2.689192681,2,1.804472875,25,41,6,0,M S,Rayo Vallecano,3,2.689192681,7.891891127,5.114978758
7286,Juan Miranda,21,1472,3,2.530849485,2,2.913688051,21,20,1,1,D S,Real Betis,3,2.530849485,6.68548698,3.006819574
7308,Ander Barrenetxea,23,845,3,3.396329612,1,0.845614132,18,8,4,0,D F M S,Real Sociedad,3,3.396329612,4.909930507,1.73104796
7529,Iván Martín,24,1602,3,2.670377929,3,2.984824127,18,17,2,0,F M S,Girona,3,2.670377929,10.81881345,7.028688092
7609,Carles Pérez,35,2143,3,2.208027039,5,1.785429568,53,23,5,0,F M S,Celta Vigo,3,2.208027039,8.087709935,4.642618794
7826,Joseph Aidoo,35,3125,3,1.416922703,0,0.0810652,14,2,4,1,D,Celta Vigo,3,1.416922703,6.540333531,5.559501523
7841,Dani Rodríguez,35,2149,3,2.89767517,6,3.044348869,25,26,8,0,M S,Mallorca,3,2.89767517,7.175560044,3.861684358
7888,Nemanja Gudelj,34,2772,3,2.136961732,1,0.569397073,38,5,8,0,D M S,Sevilla,3,2.136961732,4.984419351,3.642415271
7892,João Félix,14,646,3,3.399357317,3,1.824506896,26,10,5,0,F M S,Atletico Madrid,3,3.399357317,6.138477439,1.333057307
8420,Monchu,33,2036,3,2.37670007,2,2.798762056,39,25,10,0,M S,Real Valladolid,3,2.37670007,6.027828819,3.670932489
8424,Aimar Oroz,31,2031,3,3.849490972,6,2.972560633,23,34,6,0,F M S,Osasuna,2,3.106212946,8.030050874,3.666251125
8939,Marcos Acuña,30,1919,3,0.793664278,2,5.484497045,21,38,9,3,D M S,Sevilla,3,0.793664278,8.67788695,6.379514014
9694,Diego López,10,439,3,3.174755506,1,1.542235639,12,10,0,0,M S,Valencia,3,3.174755506,5.246322989,1.01664171
9809,José Ángel Carmona,19,1128,3,1.852649704,1,0.494571698,10,6,7,2,D M S,"Elche,Sevilla",3,1.852649704,2.410325044,0.762144397
10949,Arnau Martinez,33,2749,3,1.68862777,4,4.480927919,20,40,11,0,D S,Girona,3,1.68862777,10.63722674,7.622788103
10971,Srdjan Babic,34,2997,3,1.454300044,0,0.195494419,9,7,5,0,D S,Almeria,3,1.454300044,6.485194664,6.320092674
10975,Largie Ramazani,33,1379,3,4.351289688,1,1.956996165,41,13,6,0,F M S,Almeria,3,3.608011698,7.751096362,2.461212082
11288,César Montes,20,1582,3,0.910687382,0,0,13,0,6,0,D S,Espanyol,3,0.910687382,2.606284245,2.513305087
11322,Viktor Tsygankov,19,1501,3,2.369046278,6,2.832546871,20,34,0,0,M S,Girona,3,2.369046278,7.76599692,3.650611913
617,David Silva,28,2006,2,5.603675478,5,4.561426822,30,34,3,0,F M S,Real Sociedad,2,5.603675478,17.13030003,8.042002441
696,Falcao,27,557,2,3.330426401,0,0.106470494,21,3,4,0,F S,Rayo Vallecano,1,2.587148345,2.564963977,0.913469359
842,Oriol Romeu,33,2955,2,1.95473905,0,0.790698113,24,20,8,1,M,Girona,2,1.95473905,13.82088587,12.80252855
1003,Pablo Maffeo,35,2984,2,1.975798171,4,2.929883327,21,34,6,1,D S,Mallorca,2,1.975798171,5.955850285,3.396161402
1129,Suso,25,1050,2,1.097784484,4,2.838301502,25,28,1,0,F M S,Sevilla,2,1.097784484,5.286482718,2.261879351
1145,Rodrigo de Paul,30,1964,2,1.402603645,7,6.690865524,21,48,5,0,M S,Atletico Madrid,2,1.402603645,15.50256515,10.09178957
2093,Jordi Alba,24,1414,2,0.774945918,3,7.082583539,13,38,4,1,D S,Barcelona,2,0.774945918,14.2253466,10.11280037
2149,Francisco Portillo,27,659,2,0.470207209,1,0.973552654,5,13,1,0,M S,Almeria,2,0.470207209,4.503319493,3.624378376
2183,Rubén García,29,1142,2,1.946432386,2,2.031680487,20,24,2,0,F M S,Osasuna,2,1.946432386,4.684022324,1.85856115
2278,Giménez,28,2419,2,2.633524694,1,0.539108646,22,7,9,0,D S,Atletico Madrid,2,2.633524694,7.911925621,7.051249862
2356,Roque Mesa,29,1631,2,1.206519316,1,0.887344899,26,18,8,1,M S,Real Valladolid,2,1.206519316,5.951599834,4.353925374
2361,Willian José,28,694,2,2.643031366,1,1.575772533,21,8,1,0,F S,Real Betis,1,1.899751313,2.613967091,0.321727794
2369,Toni Kroos,30,2181,2,1.200868676,4,4.939320208,31,54,0,1,M S,Real Madrid,2,1.200868676,18.4884246,16.89854344
2400,Raúl García,35,900,2,4.578567341,3,1.156167663,51,8,4,0,F M S,Athletic Club,2,4.578567341,7.000629723,1.928486321
2532,Amath Diedhiou,28,1199,2,3.632624473,0,0.796164989,23,2,2,1,F M S,Mallorca,2,3.632624473,4.974734524,1.155810565
2584,Raíllo,31,2767,2,0.662532701,3,1.723642416,13,7,11,1,D,Mallorca,2,0.662532701,6.733565576,5.816723239
3667,Nabil Fekir,15,963,2,2.491073722,2,2.637178414,25,23,4,1,M S,Real Betis,1,1.747796303,4.751465296,1.970035683
5058,Carles Aleñá,35,2153,2,2.16377702,2,1.456190152,33,15,10,1,F M S,Getafe,2,2.16377702,5.610027358,2.770214392
5074,Kike García,35,952,2,4.856644075,0,2.197949512,42,13,5,0,F S,Osasuna,1,4.113366451,5.446273735,0.353981903
5081,Edu Expósito,28,1162,2,0.608031553,2,1.951344233,19,21,3,1,M S,Espanyol,2,0.608031553,4.529221378,3.040522605
5090,David García,32,2685,2,0.528477592,0,0.344390092,15,5,8,1,D S,Osasuna,2,0.528477592,5.019271065,4.750127764
5304,Mikel Merino,33,2508,2,4.802772412,9,7.289825182,42,44,5,1,M S,Real Sociedad,2,4.059494385,17.64165145,10.8585972
5681,Giovani Lo Celso,22,1143,2,3.037422786,3,3.441855675,30,31,3,0,F M S,Villarreal,2,3.037422786,8.115426316,4.462932415
6570,Óscar Rodríguez,33,1777,2,3.266027413,0,1.928266859,43,24,6,0,M S,Celta Vigo,2,3.266027413,7.242891714,4.457388846
7051,Gonçalo Paciência,25,616,2,1.962275838,0,0.588077037,30,6,2,1,F S,Celta Vigo,2,1.962275838,2.887267238,0.601214908
7338,Bryan Gil Salvatierra,17,924,2,3.708265768,2,0.817299606,17,8,4,0,D M S,Sevilla,2,3.708265768,6.243981336,1.86420315
7339,Samu Sáiz,8,214,2,1.580886006,0,0.258474097,4,3,1,0,M S,Girona,0,0.094458301,1.418798219,1.065866113
7350,Yangel Herrera,20,961,2,3.059473019,2,1.800222447,24,11,4,0,F M S,Girona,2,3.059473019,5.248397551,2.677138014
7781,Frenkie de Jong,33,2542,2,2.693555761,4,4.755938745,18,45,3,0,M S,Barcelona,2,2.693555761,29.08848394,23.79800713
8066,Arnaut Danjuma Groeneveld,10,476,2,3.002296168,0,0.349282999,12,5,0,0,F S,Villarreal,1,2.259016115,2.69947274,0.231156506
8410,Rodrigo Sánchez,30,1625,2,1.618324952,3,2.598064145,15,22,0,0,F M S,Real Betis,2,1.618324952,6.500272762,3.21109912
8513,Miguel Gutiérrez,34,2407,2,0.961067255,3,3.603350105,17,23,6,0,D M S,Girona,2,0.961067255,11.6887646,9.741722018
8825,Reinier,18,628,2,1.930114729,1,0.986766448,10,7,1,0,F M S,Girona,2,1.930114729,3.604226481,1.282792352
9804,Gavi,36,2553,2,2.956624379,4,3.826028222,28,38,10,0,F M S,Barcelona,2,2.956624379,19.3505024,14.04499648
9810,Fran García,38,3409,2,1.205591988,3,1.455129366,30,28,1,0,D,Rayo Vallecano,2,1.205591988,8.473719135,6.809234156
10412,Gastón Álvarez,22,1492,2,1.028021436,0,0.19421528,5,4,8,1,D S,Getafe,2,1.028021436,2.253746877,2.049507314
10972,Lucas Robertone,37,2896,2,2.371674904,7,7.518182185,36,53,7,0,M S,Almeria,2,2.371674904,13.24208406,7.222204795
11057,André Almeida,34,2573,2,1.569657292,4,3.635468522,23,42,3,0,F M S,Valencia,2,1.569657292,9.555537127,7.148821536
11379,Selim Amallah,7,270,2,0.711312281,1,0.490586825,5,3,2,1,F M S,Real Valladolid,2,0.711312281,1.867970599,1.270954575
200,Andreas Christensen,23,1783,1,1.195682906,1,0.713834435,10,6,2,0,D S,Barcelona,1,1.195682906,8.484907913,8.344191211
391,David Alaba,23,1843,1,1.067161219,3,0.88240388,14,16,3,0,D S,Real Madrid,1,1.067161219,9.920192981,9.280090299
451,Matija Nastasic,14,897,1,0.605504012,0,0,4,0,3,0,D S,Mallorca,1,0.605504012,0.783183503,0.714129306
493,Gabriel,21,1508,1,1.203470841,0,0.313298862,14,5,2,2,D S,Valencia,1,1.203470841,3.194622854,3.037475104
497,Francis Coquelin,16,746,1,0.777842103,0,1.234262794,7,6,2,0,M S,Villarreal,1,0.777842103,3.173701851,1.478334296
1055,Aleix García,30,2346,1,1.496823002,5,7.221289094,32,64,1,0,M S,Girona,1,1.496823002,13.78664048,10.39816968
1461,Pol Lirola,12,629,1,0.419019014,0,0.645774491,1,7,1,0,D S,Elche,1,0.419019014,1.661911104,0.625037989
1489,Franck Kessié,28,953,1,1.563768065,1,0.711501906,15,8,4,0,M S,Barcelona,1,1.563768065,5.65616649,3.493413208
1491,Alejandro Gomez,19,1060,1,1.484797942,1,2.05308914,22,14,4,0,F M S,Sevilla,1,1.484797942,7.090924226,3.941116284
1621,Marcos Alonso,24,1143,1,1.092133815,0,0.413388325,6,6,3,0,D S,Barcelona,1,1.092133815,7.397888981,7.354059033
1715,Álvaro Negredo,21,756,1,2.039454223,2,2.398107411,22,10,0,0,F S,Cadiz,1,2.039454223,4.833618828,1.055976769
1716,Bernardo,20,1240,1,1.549741475,1,0.050231699,11,1,5,0,D S,Girona,1,1.549741475,4.896957593,4.39453757
1822,Antonio Rüdiger,33,2403,1,1.683637664,0,0.143872805,22,2,1,0,D S,Real Madrid,1,1.683637664,12.49049189,12.20333666
2064,Sergio Escudero,23,1450,1,1.802986512,0,1.764399148,27,15,3,0,D M S,Real Valladolid,1,1.802986512,4.908221675,3.722209934
2070,Carlos Fernández,24,623,1,3.32244741,0,0.40547191,20,7,6,0,F S,Real Sociedad,1,3.32244741,3.830534359,1.150518373
2094,Ivan Rakitic,31,1788,1,3.068721354,3,1.796141121,31,28,3,1,M S,Sevilla,0,1.582166141,8.292131656,6.440075376
2194,Damián Suárez,28,1991,1,0.618653461,1,1.897539422,6,26,7,0,D M S,Getafe,1,0.618653461,5.267320053,3.4844284
2229,Yuri,29,2403,1,1.271121907,1,1.317332173,28,21,7,1,D S,Athletic Club,1,1.271121907,6.9332789,5.953086618
2232,Asier Illarramendi,24,1082,1,0.831699537,0,0.337077467,12,10,5,0,M S,Real Sociedad,1,0.831699537,5.127846831,4.199352656
2247,Nacho,27,1620,1,0.716901815,1,0.884718748,9,12,7,0,D S,Real Madrid,1,0.716901815,8.059497049,6.968906365
2417,Igor Zubeldia,31,2549,1,0.880398212,1,0.312079549,6,3,11,0,D S,Real Sociedad,1,0.880398212,6.171228912,5.883590961
2452,De Marcos,37,2834,1,0.753923822,6,3.414660105,4,37,7,0,D S,Athletic Club,1,0.753923822,10.84398993,8.378865968
2478,Carlos Soler,3,247,1,0.919252023,0,0.197218893,5,4,0,0,M,Valencia,0,0.175974403,0.436319901,0.2564584
2479,Toni Lato,24,887,1,1.054613077,0,0.876024611,9,15,1,0,D M S,Valencia,1,1.054613077,4.09196927,2.72889071
2484,Iñigo Martínez,15,1341,1,0.995102405,0,0.202596797,10,5,1,0,D,Athletic Club,1,0.995102405,3.673653353,3.590801015
2505,José Gayá,31,2729,1,2.358489423,3,6.032102428,23,58,4,0,D M,Valencia,1,1.615211396,11.13925186,6.132489789
2518,Marcos Llorente,22,1722,1,1.606422378,2,4.31609478,24,29,5,0,D F M S,Atletico Madrid,1,1.606422378,10.92112028,5.815340644
2566,Roger,26,1296,1,3.641261496,1,0.885775175,21,14,3,0,F M S,"Cadiz,Elche",1,3.641261496,5.267436447,0.828834243
2592,Lazo,11,137,1,0.264519401,1,0.67586799,6,2,0,0,S,"Almeria,Espanyol",1,0.264519401,0.472018195,0.253884194
2594,Sergio Akieme,29,2303,1,1.764804775,0,2.061330615,23,21,5,0,D M S,Almeria,1,1.764804775,8.33027735,6.244245416
2609,Gerard Gumbau,35,2765,1,2.245344356,6,6.206648557,47,72,11,0,M S,Elche,1,2.245344356,8.759356534,5.912355615
3388,Karim Rekik,16,1197,1,0.74414427,1,0.137325726,8,4,2,0,D S,Sevilla,1,0.74414427,4.252578985,3.576131903
3399,Youssouf Sabaly,23,1686,1,0.455323794,1,1.02379033,12,13,2,0,D S,Real Betis,1,0.455323794,4.961864214,3.898220448
3425,Thomas Lemar,27,1264,1,1.199207744,3,1.881858472,13,27,1,0,M S,Atletico Madrid,1,1.199207744,7.184601307,4.554188309
3517,Ronael Pierre Gabriel,8,240,1,0.086178511,0,0.135238539,2,2,0,1,D S,Espanyol,1,0.086178511,0.538985636,0.317568585
4070,Borja,11,691,1,0.5267478,0,0.555243406,8,5,1,0,F M S,Girona,1,0.5267478,2.312719757,1.274586016
